gene	chr	start	end
DOCK2	5	169412830	169412928
DOCK2	5	169423088	169423170
DOCK2	5	169435499	169435603
DOCK2	5	169435690	169435752
DOCK2	5	169445962	169446114
DOCK2	5	169454865	169454954
DOCK2	5	169461401	169461561
DOCK2	5	169463517	169463561
DOCK2	5	169468057	169468151
DOCK2	5	169469015	169469138
DOCK2	5	169472818	169472911
DOCK2	5	169474512	169474620
DOCK2	5	169477258	169477403
DOCK2	5	169482307	169482392
DOCK2	5	169483686	169483774
DOCK2	5	169484582	169484672
DOCK2	5	169494512	169494692
DOCK2	5	169496139	169496226
DOCK2	5	169502949	169503090
DOCK2	5	169504712	169504843
DOCK2	5	169505977	169506152
DOCK2	5	169507165	169507289
DOCK2	5	169508844	169508990
DOCK2	5	169509798	169509864
DOCK3	3	50712693	50712733
DOCK3	3	50816104	50816191
DOCK3	3	50879104	50879148
DOCK3	3	50927455	50927514
DOCK3	3	50971410	50971510
DOCK3	3	51101877	51102029
DOCK3	3	51112785	51112873
DOCK3	3	51126672	51126717
DOCK3	3	51127659	51127817
DOCK3	3	51183978	51184063
DOCK3	3	51196673	51196737
DOCK3	3	51197984	51198135
DOCK3	3	51246203	51246295
DOCK3	3	51251551	51251680
DOCK3	3	51263078	51263206
DOCK3	3	51264712	51264878
DOCK3	3	51265411	51265521
DOCK3	3	51266090	51266265
DOCK3	3	51266941	51267042
DOCK3	3	51273774	51273861
DOCK3	3	51274919	51275023
DOCK3	3	51284155	51284240
DOCK3	3	51297585	51297759
DOCK3	3	51308244	51308440
DOCK3	3	51312508	51312639
DOCK3	3	51315037	51315187
DOCK3	3	51317535	51317637
DOCK3	3	51347661	51347759
DOCK3	3	51349433	51349512
DOCK3	3	51349905	51350009
DOCK3	3	51350273	51350335
DOCK3	3	51352409	51352561
DOCK3	3	51367567	51367656
DOCK3	3	51370430	51370460
DOCK3	3	51370587	51370686
DOCK3	3	51375788	51375852
DOCK3	3	51376364	51376461
DOCK3	3	51378666	51378818
DOCK3	3	51386281	51386371
DOCK3	3	51387717	51387825
DOCK3	3	51392311	51392456
DOCK3	3	51393518	51393688
DOCK3	3	51393836	51393926
DOCK3	3	51394391	51394574
DOCK3	3	51395187	51395274
DOCK3	3	51395390	51395510
DOCK3	3	51397940	51398065
DOCK3	3	51399288	51399430
DOCK3	3	51399956	51400107
DOCK3	3	51411898	51412020
DOCK3	3	51413177	51413268
DOCK3	3	51417554	51417640
DOCK3	3	51418479	51418992
DOCK4	7	111368328	111368778
DOCK4	7	111372280	111372345
DOCK4	7	111375108	111375225
DOCK4	7	111376971	111377047
DOCK4	7	111379188	111379301
DOCK4	7	111379450	111379535
DOCK4	7	111381148	111381272
DOCK4	7	111381594	111381719
DOCK4	7	111382067	111382190
DOCK4	7	111386388	111386475
DOCK4	7	111387321	111387501
DOCK4	7	111395569	111395659
DOCK4	7	111398678	111398848
DOCK4	7	111400235	111400380
DOCK4	7	111405172	111405280
DOCK4	7	111407086	111407176
DOCK4	7	111409583	111409735
DOCK4	7	111418330	111418427
DOCK4	7	111422918	111422982
DOCK4	7	111423911	111424010
DOCK4	7	111428716	111428805
DOCK4	7	111430511	111430663
DOCK4	7	111448875	111448937
DOCK4	7	111449355	111449459
DOCK4	7	111451928	111452007
DOCK4	7	111462416	111462514
DOCK4	7	111474642	111474744
DOCK4	7	111484817	111484955
DOCK4	7	111487053	111487184
DOCK4	7	111503426	111503622
DOCK4	7	111508038	111508212
DOCK4	7	111509628	111509713
DOCK4	7	111512044	111512148
DOCK4	7	111512323	111512410
DOCK4	7	111512521	111512622
DOCK4	7	111517084	111517244
DOCK4	7	111535666	111535776
DOCK4	7	111540428	111540594
DOCK4	7	111541731	111541859
DOCK4	7	111555832	111555961
DOCK4	7	111575593	111575685
DOCK4	7	111580163	111580299
DOCK4	7	111584864	111584928
DOCK4	7	111585770	111585855
DOCK4	7	111617185	111617340
DOCK4	7	111624359	111624447
DOCK4	7	111629068	111629220
DOCK4	7	111634188	111634288
DOCK4	7	111638501	111638560
DOCK4	7	111640547	111640591
DOCK4	7	111644101	111644188
DOCK4	7	111846155	111846195
DOCK5	8	25042422	25042468
DOCK5	8	25101188	25101275
DOCK5	8	25126359	25126403
DOCK5	8	25132900	25132959
DOCK5	8	25136083	25136183
DOCK5	8	25149538	25149690
DOCK5	8	25154027	25154166
DOCK5	8	25156458	25156619
DOCK5	8	25158090	25158175
DOCK5	8	25159839	25159972
DOCK5	8	25161769	25161845
DOCK5	8	25166297	25166443
DOCK5	8	25167921	25168050
DOCK5	8	25174521	25174649
DOCK5	8	25177092	25177194
DOCK5	8	25178494	25178570
DOCK5	8	25181362	25181469
DOCK5	8	25182878	25183065
DOCK5	8	25189765	25189866
DOCK5	8	25190117	25190210
DOCK5	8	25191610	25191714
DOCK5	8	25193753	25193891
DOCK5	8	25198391	25198506
DOCK5	8	25199253	25199327
DOCK5	8	25199915	25200025
DOCK5	8	25202989	25203129
DOCK5	8	25209245	25209344
DOCK5	8	25216477	25216579
DOCK5	8	25220561	25220659
DOCK5	8	25222140	25222222
DOCK5	8	25224384	25224488
DOCK5	8	25225706	25225768
DOCK5	8	25226085	25226243
DOCK5	8	25227070	25227159
DOCK5	8	25230073	25230236
DOCK5	8	25231132	25231176
DOCK5	8	25232078	25232172
DOCK5	8	25234819	25234942
DOCK5	8	25237819	25237912
DOCK5	8	25240188	25240296
DOCK5	8	25246605	25246750
DOCK5	8	25247720	25247805
DOCK5	8	25249410	25249498
DOCK5	8	25250310	25250400
DOCK5	8	25253057	25253237
DOCK5	8	25257425	25257512
DOCK5	8	25258443	25258584
DOCK5	8	25261072	25261242
DOCK5	8	25265497	25265672
DOCK5	8	25266316	25266458
DOCK5	8	25267613	25267720
DOCK5	8	25268708	25268816
DOCK6	19	11310171	11310217
DOCK6	19	11310982	11311147
DOCK6	19	11311390	11311500
DOCK6	19	11311583	11311730
DOCK6	19	11312563	11312803
DOCK6	19	11313068	11313161
DOCK6	19	11313258	11313387
DOCK6	19	11314755	11314773
DOCK6	19	11314874	11315009
DOCK6	19	11319360	11319507
DOCK6	19	11319585	11319781
DOCK6	19	11322450	11322554
DOCK6	19	11322667	11322829
DOCK6	19	11323850	11324006
DOCK6	19	11324949	11325087
DOCK6	19	11325227	11325327
DOCK6	19	11326061	11326149
DOCK6	19	11326475	11326605
DOCK6	19	11327588	11327774
DOCK6	19	11327905	11328069
DOCK6	19	11332525	11332698
DOCK6	19	11332783	11332926
DOCK6	19	11333409	11333583
DOCK6	19	11333667	11333784
DOCK6	19	11338011	11338155
DOCK6	19	11339614	11339713
DOCK6	19	11343877	11344044
DOCK6	19	11346272	11346437
DOCK6	19	11347020	11347255
DOCK6	19	11347467	11347557
DOCK6	19	11348130	11348235
DOCK6	19	11348315	11348457
DOCK6	19	11348719	11348793
DOCK6	19	11348861	11348982
DOCK6	19	11352719	11352885
DOCK6	19	11353733	11353830
DOCK6	19	11353932	11354063
DOCK6	19	11354231	11354388
DOCK6	19	11354476	11354560
DOCK6	19	11356237	11356390
DOCK6	19	11356486	11356556
DOCK6	19	11358740	11358829
DOCK6	19	11361548	11361764
DOCK6	19	11362793	11362926
DOCK6	19	11363156	11363228
DOCK6	19	11363457	11363636
DOCK6	19	11364313	11364404
DOCK6	19	11373071	11373118
DOCK7	1	62921083	62921129
DOCK7	1	62923207	62923378
DOCK7	1	62939651	62939761
DOCK7	1	62940877	62941024
DOCK7	1	62941376	62941616
DOCK7	1	62941736	62941829
DOCK7	1	62943369	62943498
DOCK7	1	62953067	62953085
DOCK7	1	62954603	62954738
DOCK7	1	62958373	62958520
DOCK7	1	62959944	62960140
DOCK7	1	62961250	62961354
DOCK7	1	62962008	62962170
DOCK7	1	62970299	62970455
DOCK7	1	62971351	62971489
DOCK7	1	62973631	62973731
DOCK7	1	62976246	62976346
DOCK7	1	62979113	62979279
DOCK7	1	62979385	62979571
DOCK7	1	62993820	62993978
DOCK7	1	62994946	62995119
DOCK7	1	63001162	63001305
DOCK7	1	63003560	63003734
DOCK7	1	63005214	63005331
DOCK7	1	63005421	63005565
DOCK7	1	63008277	63008376
DOCK7	1	63009325	63009418
DOCK7	1	63018401	63018574
DOCK7	1	63021494	63021662
DOCK7	1	63024658	63024893
DOCK7	1	63027286	63027376
DOCK7	1	63042931	63043036
DOCK7	1	63044497	63044639
DOCK7	1	63048853	63048927
DOCK7	1	63052176	63052297
DOCK7	1	63084375	63084541
DOCK7	1	63085569	63085666
DOCK7	1	63090928	63091074
DOCK7	1	63096909	63097078
DOCK7	1	63099167	63099251
DOCK7	1	63100442	63100595
DOCK7	1	63102206	63102276
DOCK7	1	63113360	63113449
DOCK7	1	63113775	63113991
DOCK7	1	63114084	63114217
DOCK7	1	63119394	63119466
DOCK7	1	63119653	63119832
DOCK7	1	63128694	63128803
DOCK7	1	63153896	63153937
DOCK8	9	214975	215031
DOCK8	9	271625	271731
DOCK8	9	286459	286638
DOCK8	9	289508	289583
DOCK8	9	304579	304706
DOCK8	9	311952	312168
DOCK8	9	317041	317130
DOCK8	9	325669	325739
DOCK8	9	328020	328173
DOCK8	9	332396	332480
DOCK8	9	334223	334386
DOCK8	9	336580	336720
DOCK8	9	339004	339101
DOCK8	9	340157	340323
DOCK8	9	368016	368137
DOCK8	9	370228	370302
DOCK8	9	371426	371568
DOCK8	9	372183	372288
DOCK8	9	376208	376307
DOCK8	9	376975	377213
DOCK8	9	379769	379937
DOCK8	9	382511	382687
DOCK8	9	386329	386428
DOCK8	9	390469	390568
DOCK8	9	396783	396936
DOCK8	9	399144	399261
DOCK8	9	404916	405075
DOCK8	9	406928	407071
DOCK8	9	414780	414953
DOCK8	9	418066	418209
DOCK8	9	420399	420585
DOCK8	9	420947	421080
DOCK8	9	422046	422137
DOCK8	9	426883	426983
DOCK8	9	428360	428498
DOCK8	9	429700	429856
DOCK8	9	432164	432326
DOCK8	9	433873	433977
DOCK8	9	434781	434977
DOCK8	9	439243	439390
DOCK8	9	441284	441419
DOCK8	9	441873	442011
DOCK8	9	443425	443518
DOCK8	9	446368	446608
DOCK8	9	449782	449929
DOCK8	9	452009	452119
DOCK8	9	463515	463689
DOCK8	9	464157	464221
DOCK9	13	99447000	99447004
DOCK9	13	99448458	99448469
DOCK9	13	99449367	99449509
DOCK9	13	99449641	99449745
DOCK9	13	99452540	99452734
DOCK9	13	99457251	99457465
DOCK9	13	99459913	99460063
DOCK9	13	99460892	99460932
DOCK9	13	99461603	99461721
DOCK9	13	99462421	99462547
DOCK9	13	99476650	99476760
DOCK9	13	99478124	99478196
DOCK9	13	99479082	99479143
DOCK9	13	99481559	99481778
DOCK9	13	99481895	99482012
DOCK9	13	99483600	99483786
DOCK9	13	99483901	99484042
DOCK9	13	99489746	99489865
DOCK9	13	99498176	99498247
DOCK9	13	99500844	99500895
DOCK9	13	99502299	99502369
DOCK9	13	99505660	99505778
DOCK9	13	99508150	99508287
DOCK9	13	99512592	99512778
DOCK9	13	99515271	99515388
DOCK9	13	99515622	99515804
DOCK9	13	99519677	99519792
DOCK9	13	99520180	99520267
DOCK9	13	99520483	99520633
DOCK9	13	99532150	99532225
DOCK9	13	99532799	99532928
DOCK9	13	99533810	99533883
DOCK9	13	99534144	99534263
DOCK9	13	99535294	99535387
DOCK9	13	99536065	99536155
DOCK9	13	99537223	99537348
DOCK9	13	99537960	99538087
DOCK9	13	99538784	99538880
DOCK9	13	99540410	99540479
DOCK9	13	99540612	99540803
DOCK9	13	99540884	99540967
DOCK9	13	99549740	99549866
DOCK9	13	99550431	99550517
DOCK9	13	99554030	99554156
DOCK9	13	99554540	99554747
DOCK9	13	99555224	99555368
DOCK9	13	99556884	99556962
DOCK9	13	99566580	99566651
DOCK9	13	99567581	99567759
DOCK9	13	99573206	99573344
DOCK9	13	99574303	99574402
DOCK9	13	99575554	99575627
DOCK9	13	99578089	99578175
DOCK9	13	99582420	99582513
DOCK9	13	99607687	99607807
DOCK9	13	99630036	99630165
DOCK9	13	99738475	99738607
DOHH	19	3491488	3491811
DOHH	19	3492258	3492499
DOHH	19	3494024	3494104
DOHH	19	3496537	3496814
DOK1	2	74781880	74781943
DOK1	2	74782279	74782582
DOK1	2	74782700	74782797
DOK1	2	74783019	74783207
DOK1	2	74783433	74784243
DOK2	8	21766820	21767444
DOK2	8	21768182	21768370
DOK2	8	21769410	21769501
DOK2	8	21769738	21770023
DOK2	8	21771048	21771114
DOK3	5	176930044	176930395
DOK3	5	176930982	176931663
DOK3	5	176931742	176931918
DOK3	5	176932010	176932113
DOK3	5	176935236	176935545
DOK3	5	176936474	176936660
DOK3	5	176936801	176936855
DOK4	16	57507287	57507409
DOK4	16	57507523	57507650
DOK4	16	57507811	57507953
DOK4	16	57508703	57508896
DOK4	16	57509010	57509133
DOK4	16	57509416	57509534
DOK4	16	57509760	57509871
DOK4	16	57513352	57513421
DOLK	9	131707964	131709584
DOLPP1	9	131843409	131843488
DOLPP1	9	131846945	131847049
DOLPP1	9	131847300	131847388
DOLPP1	9	131847484	131847587
DOLPP1	9	131847795	131847897
DOLPP1	9	131848416	131848548
DOLPP1	9	131848986	131849079
DOLPP1	9	131851248	131851288
DOM3Z	6	31937652	31937803
DOM3Z	6	31937884	31937982
DOM3Z	6	31938118	31938257
DOM3Z	6	31938381	31938604
DOM3Z	6	31938687	31938926
DOM3Z	6	31939095	31939454
DONSON	21	34950611	34950752
DONSON	21	34951654	34951870
DONSON	21	34953606	34953808
DONSON	21	34954255	34954363
DONSON	21	34954469	34954554
DONSON	21	34955792	34955974
DONSON	21	34956894	34957076
DONSON	21	34958282	34958489
DONSON	21	34959826	34959910
DONSON	21	34960625	34960949
DOPEY1	6	83806695	83806836
DOPEY1	6	83810422	83810607
DOPEY1	6	83818627	83818801
DOPEY1	6	83819842	83820035
DOPEY1	6	83823040	83823142
DOPEY1	6	83828605	83828708
DOPEY1	6	83829465	83829578
DOPEY1	6	83830400	83830512
DOPEY1	6	83831647	83831771
DOPEY1	6	83832580	83832703
DOPEY1	6	83834422	83834540
DOPEY1	6	83834883	83834916
DOPEY1	6	83835217	83835454
DOPEY1	6	83838604	83839229
DOPEY1	6	83839840	83840118
DOPEY1	6	83841893	83842049
DOPEY1	6	83843904	83844008
DOPEY1	6	83845336	83845599
DOPEY1	6	83846890	83848883
DOPEY1	6	83849717	83849832
DOPEY1	6	83849938	83850124
DOPEY1	6	83851638	83851767
DOPEY1	6	83855241	83855379
DOPEY1	6	83856953	83857012
DOPEY1	6	83858476	83858584
DOPEY1	6	83861310	83861380
DOPEY1	6	83861600	83861748
DOPEY1	6	83862005	83862088
DOPEY1	6	83863228	83863341
DOPEY1	6	83863611	83863764
DOPEY1	6	83863897	83863962
DOPEY1	6	83865668	83865824
DOPEY1	6	83866899	83867039
DOPEY1	6	83868284	83868343
DOPEY1	6	83869513	83869681
DOPEY1	6	83872507	83872640
DOPEY1	6	83877579	83877888
DOPEY2	21	37537030	37537171
DOPEY2	21	37571366	37571551
DOPEY2	21	37572627	37572801
DOPEY2	21	37581011	37581204
DOPEY2	21	37583849	37583951
DOPEY2	21	37584270	37584397
DOPEY2	21	37586377	37586490
DOPEY2	21	37586738	37586856
DOPEY2	21	37591668	37591792
DOPEY2	21	37595527	37595650
DOPEY2	21	37597861	37597967
DOPEY2	21	37599982	37600177
DOPEY2	21	37602746	37603434
DOPEY2	21	37605100	37605375
DOPEY2	21	37609558	37609714
DOPEY2	21	37610897	37611001
DOPEY2	21	37612061	37612255
DOPEY2	21	37617344	37618977
DOPEY2	21	37619813	37619928
DOPEY2	21	37620676	37620868
DOPEY2	21	37623458	37623584
DOPEY2	21	37626068	37626209
DOPEY2	21	37632973	37633032
DOPEY2	21	37635842	37635950
DOPEY2	21	37636044	37636114
DOPEY2	21	37642309	37642457
DOPEY2	21	37649317	37649400
DOPEY2	21	37650271	37650384
DOPEY2	21	37650505	37650655
DOPEY2	21	37652581	37652646
DOPEY2	21	37653779	37653911
DOPEY2	21	37660310	37660450
DOPEY2	21	37661052	37661111
DOPEY2	21	37661341	37661506
DOPEY2	21	37664400	37664533
DOPEY2	21	37665616	37665871
DOT1L	19	2164182	2164266
DOT1L	19	2180710	2180757
DOT1L	19	2185852	2185930
DOT1L	19	2189729	2189796
DOT1L	19	2191009	2191241
DOT1L	19	2193686	2193784
DOT1L	19	2194512	2194578
DOT1L	19	2199881	2199940
DOT1L	19	2202697	2202780
DOT1L	19	2206726	2206798
DOT1L	19	2207571	2207681
DOT1L	19	2208932	2208977
DOT1L	19	2210397	2210511
DOT1L	19	2210618	2210856
DOT1L	19	2211096	2211213
DOT1L	19	2211748	2211843
DOT1L	19	2213536	2213641
DOT1L	19	2213846	2213987
DOT1L	19	2214468	2214597
DOT1L	19	2216278	2216766
DOT1L	19	2216952	2217091
DOT1L	19	2217769	2217919
DOT1L	19	2220105	2220223
DOT1L	19	2221973	2222560
DOT1L	19	2223278	2223487
DOT1L	19	2225385	2225453
DOT1L	19	2226180	2227128
DOT1L	19	2229782	2229793
DPAGT1	11	118967706	118967775
DPAGT1	11	118967850	118968009
DPAGT1	11	118968172	118968263
DPAGT1	11	118968563	118968755
DPAGT1	11	118969111	118969199
DPAGT1	11	118970970	118971120
DPAGT1	11	118971338	118971555
DPAGT1	11	118971726	118971850
DPAGT1	11	118972203	118972367
DPCD	10	103348092	103348159
DPCD	10	103354413	103354497
DPCD	10	103360493	103360621
DPCD	10	103360958	103361095
DPCD	10	103368590	103368696
DPCD	10	103369122	103369230
DPEP2	16	68021407	68021665
DPEP2	16	68021753	68021892
DPEP2	16	68023224	68023303
DPEP2	16	68023948	68024036
DPEP2	16	68024722	68024902
DPEP2	16	68025016	68025089
DPEP2	16	68025739	68025884
DPEP2	16	68025965	68026098
DPEP2	16	68026411	68026541
DPEP2	16	68026851	68027117
DPEP3	16	68009666	68009906
DPEP3	16	68009994	68010133
DPEP3	16	68010601	68010680
DPEP3	16	68011171	68011259
DPEP3	16	68011554	68011734
DPEP3	16	68011839	68011912
DPEP3	16	68012168	68012313
DPEP3	16	68012398	68012531
DPEP3	16	68013540	68013670
DPEP3	16	68013995	68014360
DPF2	11	65101356	65101391
DPF2	11	65107854	65108018
DPF2	11	65108435	65108546
DPF2	11	65108868	65109035
DPF2	11	65111214	65111310
DPF2	11	65111460	65111542
DPF2	11	65113135	65113276
DPF2	11	65113399	65113531
DPF2	11	65113716	65113832
DPF2	11	65116319	65116404
DPF2	11	65119152	65119232
DPH1	17	1933447	1933526
DPH1	17	1936797	1936953
DPH1	17	1937071	1937138
DPH1	17	1939262	1939387
DPH1	17	1939821	1939982
DPH1	17	1940127	1940252
DPH1	17	1943047	1943119
DPH1	17	1943510	1943670
DPH1	17	1943797	1943901
DPH1	17	1944395	1944477
DPH1	17	1944773	1944917
DPH1	17	1945060	1945153
DPH2	1	44435846	44435996
DPH2	1	44436266	44436382
DPH2	1	44436636	44436863
DPH2	1	44437057	44437744
DPH2	1	44437828	44438008
DPH2	1	44438085	44438213
DPH3	3	16302269	16302338
DPH3	3	16305660	16305738
DPH3	3	16306274	16306385
DPH3B	20	61477014	61477254
DPH5	1	101455962	101456189
DPH5	1	101458191	101458298
DPH5	1	101460664	101460707
DPH5	1	101467021	101467145
DPH5	1	101479264	101479376
DPH5	1	101487195	101487323
DPH5	1	101490863	101491001
DPM1	20	49551667	49551775
DPM1	20	49552683	49552801
DPM1	20	49557400	49557472
DPM1	20	49558566	49558665
DPM1	20	49562272	49562301
DPM1	20	49562382	49562462
DPM1	20	49565164	49565201
DPM1	20	49571721	49571824
DPM1	20	49574898	49575062
DPM2	9	130697999	130698061
DPM2	9	130698830	130698936
DPM2	9	130699711	130699804
DPM2	9	130700095	130700101
DPM3	1	155112436	155112808
DPP10	2	115200354	115200417
DPP10	2	115822333	115822384
DPP10	2	115919532	115919607
DPP10	2	115919809	115919851
DPP10	2	116066813	116066931
DPP10	2	116101391	116101490
DPP10	2	116257084	116257182
DPP10	2	116283472	116283550
DPP10	2	116447261	116447317
DPP10	2	116447414	116447499
DPP10	2	116485390	116485514
DPP10	2	116497313	116497471
DPP10	2	116503660	116503761
DPP10	2	116510748	116510875
DPP10	2	116520146	116520188
DPP10	2	116525871	116525982
DPP10	2	116534782	116534877
DPP10	2	116535361	116535412
DPP10	2	116538448	116538573
DPP10	2	116539926	116539977
DPP10	2	116548655	116548757
DPP10	2	116548861	116548934
DPP10	2	116572367	116572565
DPP10	2	116573249	116573307
DPP10	2	116593731	116593834
DPP10	2	116594081	116594143
DPP10	2	116594248	116594324
DPP10	2	116598324	116598401
DPP10	2	116599785	116599923
DPP3	11	66249670	66249943
DPP3	11	66252642	66252735
DPP3	11	66254009	66254150
DPP3	11	66254737	66254815
DPP3	11	66255383	66255480
DPP3	11	66258722	66258856
DPP3	11	66258963	66259097
DPP3	11	66259167	66259229
DPP3	11	66260185	66260383
DPP3	11	66260536	66260652
DPP3	11	66261010	66261106
DPP3	11	66262675	66262741
DPP3	11	66262834	66262962
DPP3	11	66263099	66263223
DPP3	11	66264767	66264950
DPP3	11	66272081	66272247
DPP3	11	66276548	66276724
DPP4	2	162849791	162849896
DPP4	2	162851469	162851546
DPP4	2	162851808	162851884
DPP4	2	162862253	162862321
DPP4	2	162865070	162865173
DPP4	2	162865749	162865807
DPP4	2	162868301	162868499
DPP4	2	162870904	162870977
DPP4	2	162873276	162873378
DPP4	2	162873616	162873667
DPP4	2	162875237	162875362
DPP4	2	162875731	162875788
DPP4	2	162876737	162876808
DPP4	2	162877089	162877200
DPP4	2	162879263	162879311
DPP4	2	162881312	162881451
DPP4	2	162890049	162890165
DPP4	2	162891672	162891836
DPP4	2	162894810	162894934
DPP4	2	162895457	162895533
DPP4	2	162895640	162895696
DPP4	2	162902040	162902124
DPP4	2	162903423	162903518
DPP4	2	162903911	162904013
DPP4	2	162929907	162929998
DPP4	2	162930484	162930493
DPP7	9	140005098	140005237
DPP7	9	140005330	140005404
DPP7	9	140006140	140006208
DPP7	9	140006323	140006483
DPP7	9	140006562	140006684
DPP7	9	140007195	140007259
DPP7	9	140007403	140007573
DPP7	9	140007656	140007741
DPP7	9	140007811	140007950
DPP7	9	140008315	140008482
DPP7	9	140008693	140008836
DPP7	9	140008913	140009030
DPP7	9	140009097	140009167
DPP8	15	65739220	65739346
DPP8	15	65743335	65743450
DPP8	15	65744296	65744442
DPP8	15	65746599	65746755
DPP8	15	65748561	65748711
DPP8	15	65756097	65756246
DPP8	15	65759014	65759153
DPP8	15	65759407	65759563
DPP8	15	65766545	65766628
DPP8	15	65771216	65771379
DPP8	15	65772558	65772739
DPP8	15	65773851	65773955
DPP8	15	65777435	65777500
DPP8	15	65780026	65780158
DPP8	15	65782525	65782639
DPP8	15	65790200	65790372
DPP8	15	65792942	65793119
DPP8	15	65799579	65799695
DPP8	15	65804631	65804904
DPP8	15	65807992	65808032
DPP9	19	4676574	4676670
DPP9	19	4679845	4679960
DPP9	19	4682706	4682852
DPP9	19	4683487	4683643
DPP9	19	4684673	4684823
DPP9	19	4685636	4685785
DPP9	19	4688767	4688906
DPP9	19	4689580	4689736
DPP9	19	4690888	4690971
DPP9	19	4694671	4694837
DPP9	19	4695388	4695569
DPP9	19	4697561	4697665
DPP9	19	4700226	4700291
DPP9	19	4702037	4702169
DPP9	19	4702613	4702730
DPP9	19	4703896	4704068
DPP9	19	4704141	4704318
DPP9	19	4705868	4705984
DPP9	19	4714091	4714351
DPP9	19	4719861	4719920
DPPA4	3	109046833	109046873
DPPA4	3	109047735	109047937
DPPA4	3	109049369	109049661
DPPA4	3	109050579	109050633
DPPA4	3	109050716	109050880
DPPA4	3	109052715	109052842
DPPA4	3	109056309	109056366
DPY19L1	7	34971183	34971343
DPY19L1	7	34977604	34977733
DPY19L1	7	34978886	34978989
DPY19L1	7	34979763	34979941
DPY19L1	7	34981375	34981498
DPY19L1	7	34982225	34982253
DPY19L1	7	34985277	34985330
DPY19L1	7	34987240	34987315
DPY19L1	7	34989407	34989512
DPY19L1	7	34994308	34994392
DPY19L1	7	34994918	34994981
DPY19L1	7	34997594	34997684
DPY19L1	7	35006504	35006585
DPY19L1	7	35009043	35009146
DPY19L1	7	35013124	35013219
DPY19L1	7	35029494	35029555
DPY19L1	7	35050078	35050175
DPY19L1	7	35050940	35051064
DPY19L1	7	35053178	35053319
DPY19L1	7	35057492	35057583
DPY19L1	7	35058182	35058210
DPY19L1	7	35077428	35077510
DPY19L2	12	63954290	63954444
DPY19L2	12	63963002	63963131
DPY19L2	12	63964536	63964639
DPY19L2	12	63974440	63974618
DPY19L2	12	63976184	63976307
DPY19L2	12	63977590	63977618
DPY19L2	12	63987865	63987915
DPY19L2	12	63989744	63989819
DPY19L2	12	63991587	63991692
DPY19L2	12	63994084	63994168
DPY19L2	12	64002394	64002457
DPY19L2	12	64011082	64011172
DPY19L2	12	64011929	64012010
DPY19L2	12	64015016	64015119
DPY19L2	12	64017818	64017913
DPY19L2	12	64020247	64020308
DPY19L2	12	64038181	64038278
DPY19L2	12	64041023	64041147
DPY19L2	12	64055122	64055263
DPY19L2	12	64057536	64057627
DPY19L2	12	64059613	64059641
DPY19L2	12	64061835	64062175
DPY19L3	19	32899158	32899264
DPY19L3	19	32902143	32902280
DPY19L3	19	32923620	32923714
DPY19L3	19	32927350	32927475
DPY19L3	19	32928098	32928247
DPY19L3	19	32930016	32930143
DPY19L3	19	32930680	32930818
DPY19L3	19	32944049	32944184
DPY19L3	19	32945843	32945948
DPY19L3	19	32949004	32949081
DPY19L3	19	32949255	32949417
DPY19L3	19	32954270	32954396
DPY19L3	19	32954773	32954888
DPY19L3	19	32955632	32955692
DPY19L3	19	32959635	32959721
DPY19L3	19	32968426	32968562
DPY19L3	19	32971303	32971465
DPY19L3	19	32972983	32973148
DPY19L4	8	95732225	95732244
DPY19L4	8	95738557	95738671
DPY19L4	8	95746856	95746984
DPY19L4	8	95750595	95750689
DPY19L4	8	95751639	95751764
DPY19L4	8	95751871	95752020
DPY19L4	8	95768262	95768389
DPY19L4	8	95773926	95774064
DPY19L4	8	95777409	95777544
DPY19L4	8	95777937	95778039
DPY19L4	8	95778838	95778915
DPY19L4	8	95780621	95780783
DPY19L4	8	95782678	95782801
DPY19L4	8	95789892	95790016
DPY19L4	8	95792585	95792645
DPY19L4	8	95793310	95793396
DPY19L4	8	95795896	95796032
DPY19L4	8	95800120	95800282
DPY19L4	8	95801972	95802140
DPY30	2	32249251	32249327
DPY30	2	32254661	32254807
DPY30	2	32264346	32264397
DPY30	2	32264488	32264527
DPYD	1	97544530	97544704
DPYD	1	97547884	97548028
DPYD	1	97564043	97564190
DPYD	1	97658623	97658806
DPYD	1	97700406	97700552
DPYD	1	97770813	97770936
DPYD	1	97771731	97771855
DPYD	1	97839115	97839202
DPYD	1	97847947	97848019
DPYD	1	97915613	97915781
DPYD	1	97981280	97981499
DPYD	1	98015114	98015302
DPYD	1	98039314	98039528
DPYD	1	98058772	98058945
DPYD	1	98060613	98060724
DPYD	1	98144649	98144740
DPYD	1	98157271	98157356
DPYD	1	98164905	98165105
DPYD	1	98186442	98186484
DPYD	1	98187064	98187229
DPYD	1	98205946	98206037
DPYD	1	98293668	98293754
DPYD	1	98348818	98348932
DPYD	1	98386438	98386480
DPYSL2	8	26435769	26435811
DPYSL2	8	26439483	26439575
DPYSL2	8	26441313	26441501
DPYSL2	8	26481657	26481825
DPYSL2	8	26484131	26484196
DPYSL2	8	26484729	26484813
DPYSL2	8	26485386	26485458
DPYSL2	8	26492294	26492418
DPYSL2	8	26500953	26501113
DPYSL2	8	26501464	26501609
DPYSL2	8	26505144	26505318
DPYSL2	8	26509771	26509954
DPYSL2	8	26510746	26510915
DPYSL2	8	26513129	26513224
DPYSL3	5	146773596	146773688
DPYSL3	5	146775120	146775286
